t,rpm_L_measured,rpm_R_measured,vx_computed,vyaw_computed,vx_variance,vyaw_variance
0.33,-0.9765272738974532,-0.4762966094853499,-0.003803484032496007,0.008730672113430028,1.9739208802178718e-05,0.0008772981689857211
0.34,0.7391753070905948,0.13649778418337213,0.0022925067920771323,-0.010518707102494584,1.9739208802178718e-05,0.0008772981689857211
0.35000000000000003,1.3547667512650698,0.8842038371040614,0.005861611293353399,-0.00821287218988905,1.9739208802178718e-05,0.0008772981689857211
0.36,-0.13673694918585008,-0.5550668595894962,-0.001811138136145055,-0.007301234296116506,1.9739208802178718e-05,0.0008772981689857211
0.37,-1.0081877723550337,1.1958658613980848,0.0004913400881478508,0.038467992799537144,1.9739208802178718e-05,0.0008772981689857211
0.38,-0.9893774588294875,-1.1924374525277797,-0.00571197808084388,-0.0035440654691141354,1.9739208802178718e-05,0.0008772981689857211
0.39,0.7807113453896413,0.3535114110700549,0.0029693882326901223,-0.007456045418180303,1.9739208802178718e-05,0.0008772981689857211
0.4,0.8919050054441308,1.1071676673454234,0.005233560019023146,0.0037570422067849125,1.9739208802178718e-05,0.0008772981689857211
0.41000000000000003,0.651785121966234,0.7920449901484018,0.0037799383943758888,0.002447996508192061,1.9739208802178718e-05,0.0008772981689857211
0.42,-0.7986116487464331,2.2997338520824924,0.003929928738450907,0.054076330353817446,1.9739208802178718e-05,0.0008772981689857211
0.43,0.2785935876800637,-0.9161271807727925,-0.0016690590437306845,-0.020851811051459144,1.9739208802178718e-05,0.0008772981689857211
0.44,0.14002297096887387,-1.6549791016183055,-0.003966145875465895,-0.03132869624676853,1.9739208802178718e-05,0.0008772981689857211
0.45,0.26242631607481554,-1.1932021301941433,-0.002436765383146949,-0.025405509073082703,1.9739208802178718e-05,0.0008772981689857211
0.46,1.0457145335378277,0.7925310798581244,0.004812515762115322,-0.004418884878281375,1.9739208802178718e-05,0.0008772981689857211
0.47000000000000003,0.2683146585296187,0.5975075211232543,0.002266717165760473,0.0057454993263242205,1.9739208802178718e-05,0.0008772981689857211
0.48,0.8146962756862738,0.12270799157689892,0.002454118632898089,-0.012077473942934548,1.9739208802178718e-05,0.0008772981689857211
0.49,0.08109488338666974,-1.3475484589285558,-0.0033155677075290962,-0.02493453016009712,1.9739208802178718e-05,0.0008772981689857211
0.5,0.34694327842798095,0.9202407519948729,0.0033174800339356185,0.010005928507107423,1.9739208802178718e-05,0.0008772981689857211
0.51,0.7575458710062485,-1.4696457331806485,-0.001864273079691166,-0.038871826565835675,1.9739208802178718e-05,0.0008772981689857211
0.52,-1.7485869838267998,1.3907394988522797,-0.000936842524917947,0.054791583417802665,1.9739208802178718e-05,0.0008772981689857211
0.53,-0.3836054596287616,3.428926107767838,0.007972630813349191,0.06654122868729076,1.9739208802178718e-05,0.0008772981689857211
0.54,-0.5644471851513546,0.43974137588586054,-0.0003264790452070384,0.017526396700963447,1.9739208802178718e-05,0.0008772981689857211
0.55,-0.7666534178920102,0.6997297627892917,-0.00017520571935173129,0.025593214598755624,1.9739208802178718e-05,0.0008772981689857211
